Id,BIRTHDATE,DEATHDATE,SSN,DRIVERS,PASSPORT,PREFIX,FIRST,LAST,SUFFIX,MAIDEN,MARITAL,RACE,ETHNICITY,GENDER,BIRTHPLACE,ADDRESS,CITY,STATE,COUNTY,FIPS,ZIP,LAT,LON,HEALTHCARE_EXPENSES,HEALTHCARE_COVERAGE,INCOME
7cc79e80-07c3-7b79-54b3-748b8694d929,1943-09-21,,999-72-8700,S99924341,X6598153X,Mrs.,Marina546,Mitchell808,,Spinka232,M,black,hispanic,F,North Amherst  Massachusetts  US,490 Howell Trafficway,Boston,Massachusetts,Suffolk County,25025,02163,42.35399152947382,-71.01495668980661,491255.55,399501.58,79446
d8ffddcc-673b-a619-f944-f170176d9d77,1982-01-26,,999-41-9967,S99942579,X63964249X,Mr.,Thurman577,Sanford861,,,S,white,nonhispanic,M,Wareham  Massachusetts  US,627 Stamm Dam,Boston,Massachusetts,Suffolk County,25025,02136,42.39602248451966,-71.08000639876205,70468.42,8937.26,132096
e6c8dccd-9f88-9200-beb5-10c9fd995c9c,1926-11-30,2010-03-02,999-97-1238,S99920112,X76178156X,Mr.,Will178,Ankunding277,,,M,white,nonhispanic,M,Cambridge  Massachusetts  US,1043 Lakin Wall Apt 33,Haverhill,Massachusetts,Essex County,25009,01830,42.78650146138963,-71.11693077233798,61200.53,1697874.59,15708
a8f27d01-0182-a129-2015-5163c1707168,2022-05-04,,999-59-3127,,,,Ronald408,Walker122,,,,white,nonhispanic,M,Lowell  Massachusetts  US,408 Abbott Path Unit 36,Lunenburg,Massachusetts,Worcester County,25027,01462,42.61961952737613,-71.69748387856136,5954.73,0.00,35228
81d01ee5-3405-c501-a156-8795b8c4a609,2007-12-06,,999-58-5954,,,,Kennith515,Veum823,,,,white,nonhispanic,M,Dennis Port  Massachusetts  US,591 Hagenes Orchard Suite 30,Monson,Massachusetts,Hampden County,,00000,42.10478113065655,-72.3422832406633,62395.00,546057.61,38332
562c736b-7354-006f-240a-c835b647b7c9,1972-10-07,,999-37-7904,S99966395,X18693507X,Ms.,Zoraida650,Macejkovic424,,,S,black,nonhispanic,F,Brookline  Massachusetts  US,161 Jast Route,Worcester,Massachusetts,Worcester County,25027,01605,42.325094964274314,-71.77165561434744,205427.86,344658.41,144226
f902c0df-7cbd-91b4-257a-92d090cb4949,1989-12-27,2021-05-15,999-19-8892,S99963084,X74400501X,Mrs.,Joycelyn213,Walter473,,West559,M,white,nonhispanic,F,Amherst  Massachusetts  US,488 Herzog Boulevard,Northampton,Massachusetts,Hampshire County,25015,01053,42.31078825936951,-72.66820838341019,45714.59,594803.91,44432
ff02f2eb-05f8-8ffe-8957-476c04fe5c22,1989-12-27,,999-57-9959,S99971610,X16690056X,Mrs.,Adelle43,Krajcik437,,Pouros728,M,white,nonhispanic,F,Mattapoisett  Massachusetts  US,760 Hane Alley Unit 17,Northampton,Massachusetts,Hampshire County,25015,01062,42.31312790300048,-72.69703054650792,400817.34,1300976.17,44432
f53a3b1c-3e9d-f85d-710f-5125be5f298e,2017-12-20,,999-99-4509,,,,Vida128,Romaguera67,,,,white,nonhispanic,F,Winchendon  Massachusetts  US,157 Schamberger Light Apt 43,Leominster,Massachusetts,Worcester County,25027,01420,42.61303405153649,-71.85358049733495,8420.85,5671.10,141981
66f46164-b3c8-9955-b36f-ec2e3886d370,2008-01-08,,999-79-4614,,,,Norberto865,Gleichner915,,,,white,nonhispanic,M,Yarmouth  Massachusetts  US,812 O'Hara Landing Unit 49,South Ashburnham,Massachusetts,Worcester County,,00000,42.60181247905385,-71.93749870563512,20979.50,0.00,122523
dae9be24-9454-bff8-d8be-2c420aebf4ac,1970-06-20,,999-92-6082,S99992923,X33641966X,Mr.,Marcos263,Meza847,,,M,white,hispanic,M,Havana  Havana  CU,1029 Lueilwitz Alley Suite 15,Methuen,Massachusetts,Essex County,25009,01844,42.71366709665381,-71.1440450932758,139143.98,714281.31,32934
e323ae0e-ce92-613f-f1e6-a549476088b5,1950-10-30,2018-11-08,999-54-5560,S99968947,X47109355X,Mr.,Rey54,Deckow585,,,D,asian,nonhispanic,M,Abington  Massachusetts  US,138 Breitenberg Flat Apt 9,Lexington,Massachusetts,Middlesex County,25017,02420,42.43719040833797,-71.17044903130333,646946.80,205129.20,401
150e3942-06ce-e005-f537-93a91c1fa767,1983-11-15,,999-81-5895,S99915076,X12579506X,Mr.,Douglas31,Morar593,,,M,white,nonhispanic,M,Lawrence  Massachusetts  US,900 Little Light,Rockland,Massachusetts,Plymouth County,,00000,42.13742484709228,-70.87754606317114,10920.61,724988.15,17440
8efb33c1-38e6-d67e-78b5-a9880b0aa47b,2014-10-21,,999-69-9792,,,,Michael441,Johnson679,,,,asian,nonhispanic,F,Salem  Massachusetts  US,389 Kertzmann Knoll Suite 97,Stow,Massachusetts,Middlesex County,,00000,42.46645290691315,-71.51265944956012,13728.94,155.70,157367
054b679c-c866-26f9-a843-9ba69c1bb15c,1926-11-30,1996-08-16,999-84-4668,S99966551,X34643769X,Mr.,Francis500,Olson653,,,M,white,nonhispanic,M,Sturbridge  Massachusetts  US,307 Ryan Rest,Haverhill,Massachusetts,Essex County,25009,01835,42.799631544159574,-71.09144228784443,50572.81,758826.59,15708
6caa9de5-fab8-b11e-bf20-9fc19be81694,2009-04-03,,999-35-3646,,,,Carlton317,Harris789,,,,asian,nonhispanic,M,Nagoya   Aichi  JP,822 Adams Trace,Hampden,Massachusetts,Hampden County,,00000,42.07208081134382,-72.44598012898041,40288.40,134837.73,43726
d7ce35d7-af5d-3402-ed52-f04e093dab70,1989-11-26,,999-88-1145,S99918277,X80159970X,Mr.,Marlon619,Nitzsche158,,,M,black,nonhispanic,M,Norwell  Massachusetts  US,907 Rempel Avenue Unit 9,Middleborough Center,Massachusetts,Plymouth County,,00000,41.88767989454347,-70.93158135403166,19326.28,124453.99,30566
92d927fa-1c70-94f5-19d0-53a44050af87,2000-09-29,,999-74-4020,S99920826,X37547028X,Ms.,Kaye394,Rodriguez71,,,,white,nonhispanic,F,Leicester  Massachusetts  US,342 Parker Flat Unit 60,Middleborough Center,Massachusetts,Plymouth County,,00000,41.87618954960448,-70.96873190946359,59757.40,162066.19,67465
c4382995-7a94-50b7-efa4-50a25665b8ca,1958-12-01,,999-18-8813,S99989056,X82304543X,Mr.,Terrance440,Cassin499,,,M,white,nonhispanic,M,Plainville  Massachusetts  US,416 Williamson Bay Suite 22,Blackstone,Massachusetts,Worcester County,,00000,42.042368491985265,-71.54286384755719,592057.59,711115.74,88551
5526c414-74d5-149c-b5ae-28391b3dbc50,1926-11-30,1988-12-04,999-89-6836,S99954217,X10694723X,Mr.,Toby274,Kessler503,,,M,white,nonhispanic,M,Springfield  Massachusetts  US,722 Senger Viaduct,Haverhill,Massachusetts,Essex County,25009,01835,42.799383198311524,-71.04637946173459,10455.73,243126.97,15708
737f0a56-c3c7-966f-840d-b211702a45ed,1993-10-27,,999-27-6735,S99934202,X27844866X,Mrs.,Akilah516,Grady603,,Crona259,M,white,hispanic,F,Easton  Massachusetts  US,237 Eichmann Crossroad,Danvers,Massachusetts,Essex County,25009,01923,42.58337732466554,-70.98571798669809,117918.69,555417.34,65337
743f6e27-eef1-e4ba-e96f-2b128e062b9e,1960-02-21,,999-24-7711,S99996145,X40679674X,Mr.,Damon455,Boyer713,,,M,white,nonhispanic,M,Longmeadow  Massachusetts  US,399 Parisian Terrace,Boston,Massachusetts,Suffolk County,25025,02136,42.30224079009729,-71.21065940517975,156318.48,141300.37,141492
799ff48f-934b-3e47-f3ea-9b0edaa43c93,1983-01-27,,999-96-9599,S99921337,X14663210X,Mr.,Aaron697,Welch179,,,M,white,nonhispanic,M,Monson  Massachusetts  US,386 Marks Manor,Lancaster,Massachusetts,Worcester County,,00000,42.52568305881408,-71.66318625522968,62192.18,0.00,69594
d1db0572-3c7c-a497-a8ef-4c6e57832efe,1988-02-06,,999-34-3903,S99992794,X52308949X,Mr.,Bobby524,Klocko335,,,S,white,nonhispanic,M,Dracut  Massachusetts  US,195 Bayer Park Suite 45,Beverly,Massachusetts,Essex County,25009,01915,42.575742174776714,-70.82615107003366,15688.75,59331.12,118196
3e791219-0114-55f6-ef40-d2536d8aad3e,1990-08-18,,999-48-4036,S99984399,X22684977X,Mrs.,Lang846,Ullrich385,,Schuster709,M,white,nonhispanic,F,Seekonk  Massachusetts  US,949 Ryan Neck Apt 62,Revere,Massachusetts,Suffolk County,25025,02151,42.39604710637784,-70.96535855711264,205600.68,1495003.04,82104
00cb3188-4c9f-7781-3acc-f65b4e0462fc,2004-03-24,,999-89-1654,S99980735,,Ms.,Laurene370,O'Keefe54,,,,white,nonhispanic,F,Stoughton  Massachusetts  US,146 Ledner Manor,Brockton,Massachusetts,Plymouth County,25023,02351,42.052945788633686,-71.00326458243882,3550.00,41827.57,19505
6f7f91ab-150f-5ba2-8c41-630b92148db3,2014-07-11,,999-55-1129,,,,Selene142,Koch169,,,,white,nonhispanic,F,Fall River  Massachusetts  US,827 Prohaska Stravenue Unit 71,Springfield,Massachusetts,Hampden County,25013,01108,42.10875507092194,-72.56808464410177,1850.00,19631.84,25412
1b14801b-370f-11bf-4f11-440324f9f228,2003-06-14,,999-90-8539,S99941553,X1421154X,Mr.,Christoper325,Nienow652,,,,white,nonhispanic,M,Danvers  Massachusetts  US,1057 Keeling Pathway Apt 47,Everett,Massachusetts,Middlesex County,25017,02148,42.45384047281038,-71.03684615804266,25772.46,1088.37,498298
914836e3-8013-dc6b-0c5a-9d2b7dc8a825,1926-11-30,1992-02-25,999-20-9241,S99918648,X15917446X,Mr.,George991,Gusikowski974,,,M,white,nonhispanic,M,Everett  Massachusetts  US,381 Goldner Port Suite 17,Haverhill,Massachusetts,Essex County,25009,01835,42.76592712502293,-71.07102479549654,13684.69,245225.77,15708
7869a1b2-2af3-ced0-625d-4c92e260d112,1974-07-05,,999-43-9839,S99954492,X20353798X,Mr.,Lenny728,Nitzsche158,,,M,white,nonhispanic,M,Clinton  Massachusetts  US,732 McKenzie Lodge,Greenfield,Massachusetts,Franklin County,25011,01301,42.65959265344397,-72.6205874483382,137029.70,677729.15,82677
0e7cce2d-7d10-3a2a-1bc5-3eeec9361b59,1927-11-15,,999-30-5478,S99953764,X41020574X,Mrs.,Judie557,Rau926,,Wunsch504,M,white,nonhispanic,F,Woburn  Massachusetts  US,830 Huels Track Apt 45,Barre,Massachusetts,Worcester County,25027,01005,42.43856091654733,-72.10729014810217,21207.86,816678.99,14809
a6eab84c-df04-fdae-170c-943d629d2088,1979-10-16,,999-32-4911,S99939783,X14411394X,Mrs.,Sanjuanita786,Okuneva707,,Rempel203,D,white,nonhispanic,F,Charlton  Massachusetts  US,874 DuBuque Green,Hopedale,Massachusetts,Worcester County,25027,01747,42.13182077244069,-71.50050227035682,162406.98,869363.63,590257
6a444fa8-edad-6f1c-6c8d-8afff5856b77,1926-11-30,1984-01-03,999-84-6997,S99928690,X28186113X,Mr.,Korey682,Johnson679,,,M,white,nonhispanic,M,Belmont  Massachusetts  US,442 Bayer Fort,Haverhill,Massachusetts,Essex County,25009,01830,42.79976734971648,-71.0758962935262,8965.29,151464.90,15708
9c3f522f-a514-25cf-383d-d2b729c670a1,1926-11-30,1986-03-05,999-78-2611,S99981573,X4776143X,Mr.,Carl856,O'Kon634,,,D,white,nonhispanic,M,Salem  Massachusetts  US,402 Klein Annex Suite 87,Haverhill,Massachusetts,Essex County,25009,01835,42.808308827614105,-71.10617664831203,14196.81,148659.67,15708
5ebbf5a4-d6e3-9a68-7f1f-ec169da1c4c5,1926-11-30,1993-10-20,999-50-2535,S99990327,X62094429X,Mr.,Darell496,Kirlin939,,,M,white,nonhispanic,M,Swansea  Massachusetts  US,771 Stanton Vista,Haverhill,Massachusetts,Essex County,25009,01830,42.766656557289295,-71.17349865038481,22249.17,344853.52,15708
e7500eab-5c23-d11d-0a03-f1eb731a75d0,1950-10-30,,999-19-9927,S99975779,X53246077X,Mr.,Doug189,Lebsack687,,,M,asian,nonhispanic,M,Reading  Massachusetts  US,514 Jerde Esplanade Suite 22,Lexington,Massachusetts,Middlesex County,25017,02420,42.40380389842143,-71.23822550260996,293649.69,151000.88,401
5ddcacd2-0664-466d-0f9c-1cf4d3e0fd0e,1926-11-30,2000-01-31,999-37-8282,S99953254,X14258262X,Mr.,Leon728,Lind531,,,M,white,nonhispanic,M,Hudson  Massachusetts  US,849 Ebert Ranch,Haverhill,Massachusetts,Essex County,25009,01832,42.75466912905399,-71.09479443415633,11198.87,161449.17,15708
a63e496c-22c6-1edb-5d44-a57b86b94d21,1938-01-01,,999-43-3312,S99951872,X82307856X,Mr.,Neville893,Davis923,,,W,white,nonhispanic,M,Foxborough  Massachusetts  US,503 Koch Crossing Apt 43,Haverhill,Massachusetts,Essex County,25009,01835,42.783202430101035,-71.08643826791334,79830.09,1213243.00,15708
